"Country name","Year","Population","Population of children under the age of 1","Population of children under the age of 5","Population of children under the age of 15","Population under the age of 25","Population aged 15 to 64 years","Population at age 1","Population aged 1 to 4 years","Population aged 5 to 9 years","Population aged 10 to 14 years","Population aged 15 to 19 years","Population aged 20 to 29 years","Population aged 30 to 39 years","Population aged 40 to 49 years","Population aged 50 to 59 years","Population aged 60 to 69 years","Population aged 70 to 79 years","Population aged 80 to 89 years","Population aged 90 to 99 years","Population older than 100 years","population__all__15plus__records","population__all__18plus__records"
"Niue",2017,1891,26,149,509,719,1130,29,123,183,177,122,175,237,246,232,200,122,45,3,0,1382,1302
"Niue",2018,1907,25,147,515,722,1131,28,122,188,180,123,177,228,259,224,210,121,50,0,0,1392,1314
"Niue",2019,1943,25,148,517,718,1142,27,123,190,179,120,179,229,276,215,223,123,61,0,0,1426,1347
"Niue",2020,1963,26,149,519,718,1148,27,123,188,182,121,179,225,290,208,234,119,68,0,0,1444,1360
"North Korea",2015,25258012,334711,1598506,5008088,8950538,17553840,327550,1263795,1638535,1771047,1927553,3892136,3409252,4243169,3178721,1861501,1366190,342609,28470,324,20249600,19112280
"North Korea",2016,25389614,337625,1628181,4973540,8880751,17683268,333834,1290556,1608420,1736939,1893881,3913728,3426843,4177693,3299586,1892342,1405428,375477,30744,352,20415722,19297230
"North Korea",2017,25516318,339304,1654711,4946886,8805773,17838280,336779,1315407,1587892,1704283,1861379,3925518,3465859,4058113,3421747,1953945,1437484,411887,33113,387,20569044,19470024
"North Korea",2018,25638152,340736,1675218,4930738,8729742,17957178,338498,1334482,1575755,1679765,1827575,3927869,3510419,3918499,3520690,2058972,1456961,450482,35521,425,20706988,19628606
"North Korea",2019,25755442,342204,1689213,4921481,8657323,18034514,339962,1347009,1572787,1659481,1793928,3922137,3552078,3788793,3627831,2156170,1465745,488629,38184,466,20833496,19775428
"North Korea",2020,25867474,341966,1696760,4918276,8590220,18077662,341474,1354794,1589574,1631942,1762031,3903256,3592966,3663689,3750373,2234445,1476025,524741,41166,505.99997,20948692,19910900
"North Macedonia",2015,2107965,23512,117324,360812,657475,1478977,23474,93812,115059,128429,141517,317475,321875,290105,283373,222337,123912,43171,3361,27,1747126,1664806
"North Macedonia",2016,2110194,23212,116758,356867,648369,1477913,23453,93546,116210,123899,138206,314195,323615,290928,283943,229245,124688,44868,3612,27,1753300,1672297
"North Macedonia",2017,2111982,22572,115926,352207,639238,1476566,23154,93354,116873,119408,136006,309980,325331,292255,284178,234963,126847,46322,3866,27,1759748,1679079
"North Macedonia",2018,2113497,21816,114243,347099,629901,1474330,22523,92427,117424,115432,134520,304864,326833,293991,284039,239427,130971,47594,4130,29,1766369,1685826
"North Macedonia",2019,2114175,20970,111705,343013,619603,1469829,21776,90735,117494,113814,132047,299603,327091,296484,283308,243395,135999,48811,4391,33,1771129,1692633
"North Macedonia",2020,2111078,20273,108509,340319,608951,1462844,20936,88236,116906,114904,128043,294572,326157,299838,281836,246774,140008,49000,4496,35,1770724,1696413
"Northern America (UN)",2015,360464930,4373061,22034888,68464080,117168710,239756000,4381630,17661828,23212816,23216372,23546512,50134490,47515484,46954064,49903790,38971690,21541150,10947169,2415901,70603,291930240,277852930
"Northern America (UN)",2016,363448670,4364534,22048184,68621740,117122530,240880780,4397037,17683648,23185214,23388350,23636012,50263976,48245704,46691384,49817440,40175064,22432108,11032765,2455642,76838,294750080,280564450
"Northern America (UN)",2017,366470720,4326801,22044414,68779464,117124776,241854530,4388538,17717612,23048734,23686314,23748228,50380950,48991576,46642772,49566956,41014156,23654398,11118764,2490740,82736,297608540,283369540
"Northern America (UN)",2018,369300740,4261834,21965836,68791040,117090696,242996200,4343636,17704002,22862628,23962576,23879778,50433120,49680696,46690988,49250830,41914588,24854388,11242194,2478595,84513,300425180,286165440
"Northern America (UN)",2019,371967900,4195792,21785318,68657680,117011500,243908350,4271404,17589526,22742118,24130240,24009348,50374470,50333504,46770924,48962120,43062796,25838246,11398067,2472320,88442,303221800,288917900
"Northern America (UN)",2020,373956670,4103442,21450672,68222010,116660984,244388290,4202884,17347230,22669780,24101552,24052644,50237696,50864852,46789516,48698668,44316910,26584428,11560451,2534552,94950,305639700,291262880
"Northern Mariana Islands",2015,51538,741,4193,12491,20341,36373,788,3452,4881,3417,3807,6478,5151,9805,8671,3870,998,243,24,0,39047,36874
"Northern Mariana Islands",2016,51151,696,3887,12172,19860,36034,729,3191,4864,3421,3551,6817,4660,9322,8970,4264,1104,268,23,0,38979,36972
"Northern Mariana Islands",2017,50752,662,3631,11870,19292,35633,684,2969,4724,3515,3301,7109,4256,8756,9234,4677,1230,293,26,0,38882,37024
"Northern Mariana Islands",2018,50328,638,3404,11569,18675,35172,651,2766,4475,3690,3083,7331,3942,8127,9460,5094,1381,312,29,0,38759,37006
"Northern Mariana Islands",2019,49880,622,3230,11252,18027,34674,627,2608,4086,3936,2924,7448,3738,7468,9628,5510,1549,336,27,0,38628,36922
"Northern Mariana Islands",2020,49611,613,3118,10987,17473,34246,615,2505,3716,4153,2861,7447,3718,6811,9740,5920,1739,360,28,0,38624,36895
"Norway",2015,5190357,59395,307021,933276,1603451,3412238,60098,247626,318746,307509,326701,701387,691084,746755,656991,567838,346060,176552,42835,878,4256203,4062853
"Norway",2016,5236591,59370,304466,935929,1604980,3435582,60050,245096,322028,309435,325960,708318,696891,744124,666112,570565,368181,176254,43327,930,4299732,4106316
"Norway",2017,5277396,58155,301558,938415,1604801,3453242,60038,243403,323267,313590,323526,712629,704241,738513,675617,571563,391036,177233,43664,959,4338022,4146293
"Norway",2018,5312321,56184,297242,937032,1600127,3467556,58813,241058,321885,317905,321265,713224,712905,731965,686232,574588,410769,179560,43781,1000,4374289,4185458
"Norway",2019,5348285,55115,292486,932623,1593282,3485252,56787,237371,317694,322443,319598,712129,723981,726261,697811,579654,427928,183263,44001,1036,4414626,4226590
"Norway",2020,5379836,53986,286535,925934,1583041,3500060,55624,232549,312952,326447,317447,708582,734852,721719,709050,585513,443248,187904,44470,1117,4452785,4263471
"Oceania (UN)",2015,40403290,683082,3392752,9674560,15785600,26092574,679399,2709670,3268808,3013000,2986657,6231622,5554415,5087940,4447207,3342172,1947101,933121,193847,4644,30724082,28944166
"Oceania (UN)",2016,41100876,687995,3419284,9807873,15979343,26505944,684696,2731289,3328281,3060308,3009597,6340268,5691346,5132359,4508288,3420569,2033368,948664,203525,5021,31287984,29491738
"Oceania (UN)",2017,41816932,685313,3435923,9935920,16170367,26939200,689034,2750610,3375690,3124307,3035507,6446454,5844028,5180192,4564674,3486705,2136672,968622,212779,5380,31875634,30064992
"Oceania (UN)",2018,42539676,681756,3441459,10051876,16351913,27383554,685563,2759703,3414516,3195901,3065615,6545693,6005603,5226864,4622085,3557741,2243240,991986,223194,5778,32482020,30658520
"Oceania (UN)",2019,43278150,684840,3445997,10154535,16503130,27844802,682663,2761157,3442889,3265649,3091710,6630147,6180324,5280190,4688512,3645271,2346308,1021112,233861,6180,33117436,31275200
"Oceania (UN)",2020,43933424,685613,3442821,10229832,16593435,28245728,685689,2757208,3460945,3326066,3110906,6667095,6343475,5335160,4757478,3738729,2445120,1055614,243246,6769,33696824,31828762
"Oman",2015,4191784,79532,385124,933387,1559118,3152207,80311,305592,305301,242962,236565,1094737,1026948,490245,245402,100595,48511,13994,1382,18,3258379,3118832
"Oman",2016,4398080,80789,402041,974483,1607048,3312125,82681,321252,321672,250770,235434,1116763,1115129,527033,255760,106159,50950,14919,1431,19,3423578,3283047
"Oman",2017,4541853,83840,418578,1014926,1647469,3412035,83861,334738,338251,258097,235913,1109016,1177246,558936,263995,112115,52392,15793,1500,21,3526906,3385523
"Oman",2018,4601160,86442,433324,1058710,1674278,3424796,86669,346882,356959,268427,236993,1054677,1207207,584016,270147,117786,53424,16584,1595,21,3542429,3399829
"Oman",2019,4602769,86909,443633,1108789,1698860,3372751,87798,356724,379478,285678,240043,975172,1206217,602451,273331,123975,53886,17192,1690,23,3493957,3348200
"Oman",2020,4543406,81705,446853,1165087,1730207,3253084,88081,365148,407763,310471,247804,881035,1164544,609815,272511,130029,53771,17081,1704,25,3378294,3226213
"Pakistan",2015,210969300,6001057,29279792,81067650,124223860,121660960,5919507,23278736,26754196,25033664,22870816,37558684,25395388,17820244,13500951,7872352,3894979,941475,46723,30,129901620,115864936
"Pakistan",2016,213524850,5971426,29324752,81796250,125233770,123307880,5874528,23353326,27249036,25222464,23111748,37823360,25884608,18007692,13758640,8121792,4006267,967204,47243,36,131728550,117520590
"Pakistan",2017,216379650,5977420,29317924,82479660,126351090,125260950,5853364,23340504,27729748,25431990,23435960,38176064,26472518,18249496,13998433,8402173,4119961,996621,48723,42,133899950,119479710
"Pakistan",2018,219731490,5994303,29299732,83180460,127678940,127651890,5868764,23305428,28154932,25725798,23808260,38702388,27200856,18574408,14230188,8721421,4231120,1030837,51508,41,136550980,121906856
"Pakistan",2019,223293280,6022454,29320502,83908470,129090990,130195040,5892132,23298048,28497092,26090876,24145204,39308492,28001816,18959838,14441440,9073344,4331517,1068477,54645,38,139384770,124566820
"Pakistan",2020,227196740,6061815,29433000,84681630,130630660,133031510,5927859,23371186,28706262,26542366,24474286,40060876,28898310,19426544,14642530,9439315,4411838,1103559,57817,38,142515070,127575120
"Palau",2015,17822,238,1212,3671,6137,12831,241,974,1243,1216,1239,2437,2757,3047,2487,1423,604,142,15,0,14151,13420
"Palau",2016,17840,239,1205,3673,6141,12789,238,966,1245,1223,1230,2426,2704,2999,2535,1485,626,148,14,0,14167,13441
"Palau",2017,17857,238,1199,3674,6149,12742,239,961,1245,1230,1224,2420,2647,2950,2578,1552,642,157,13,0,14183,13463
"Palau",2018,17887,252,1209,3689,6176,12687,238,957,1244,1236,1224,2421,2588,2902,2604,1619,661,166,13,0,14198,13479
"Palau",2019,17939,273,1242,3723,6221,12633,252.99998,969,1240,1241,1223,2434,2526,2854,2624,1683,686,172,14,0,14216,13492
"Palau",2020,17999,274,1277,3757,6255,12586,273,1003,1231,1249,1220,2446,2467,2810,2648,1738,718,179,16,0,14242,13514
"Palestine",2015,4484615,142517,681147,1822156,2772574,2523278,138190,538630,603233,537776,490437,838263,532050,351126,235441,131730,65029,17161,1214,8,2662451,2364570
"Palestine",2016,4593855,144737,692604,1853935,2814227,2594499,142001,547867,615595,545736,494413,859234,553536,362598,245154,137800,67554,18321,1301,9,2739911,2438434
"Palestine",2017,4700954,144100,701943,1886806,2854879,2662342,144173,557843,629964,554899,500113,875417,574911,373997,254605,144073,70054,19579,1389,10,2814138,2508475
"Palestine",2018,4805549,143148,708836,1920692,2895222,2726523,143493,565688,645371,566485,506733,887378,596229,385293,263666,150800,72387,20870,1490,11,2884846,2574478
"Palestine",2019,4909775,142738,712821,1952204,2934810,2792298,142556,570083,659779,579604,514445,897698,618822,397413,272470,157817,75177,22108,1608,13,2957558,2641787
"Palestine",2020,5019407,142695,713218,1981500,2976922,2865623,142245,570523,673785,594497,524715,908583,644128,411051,281243,165001,78255,23192,1725,14,3037893,2715426
"Panama",2015,3957102,78552,388538,1109787,1771533,2557706,78267,309986,368775,352474,337475,641447,577009,501569,369354,231036,128645,50924,9475,381,2846934,2642632
"Panama",2016,4026338,78466,390784,1119255,1787846,2604773,78449,312318,372641,355830,341098,647947,586358,510039,383115,240637,133838,53486,10141,424,2906659,2700395
"Panama",2017,4096071,78275,391525,1128078,1804259,2652304,78382,313250,377362,359191,344581,654976,596219,517888,396944,250615,139209,56246,10841,474,2967519,2759402
